,embedding__n_grams,embedding__tipo_embedding,model__model_type,normalization__tipo_normalizacao,preprocessing__aplicar_processamento,mean_test_score,std_test_score
308,3,WORD2VEC,LogisticRegression_ElasticNet,minmax,True,0.46276915324625273,0.010306333510955517
309,3,WORD2VEC,LogisticRegression_ElasticNet,minmax,False,0.4625256854934392,0.007234714507579084
310,3,WORD2VEC,LogisticRegression_ElasticNet,standard,True,0.4867795972484079,0.005150444256421508
311,3,WORD2VEC,LogisticRegression_ElasticNet,standard,False,0.5006053289024369,0.011459903665250038
312,3,WORD2VEC,DecisionTree,nenhuma,True,0.626725903841276,0.01940111099776932
313,3,WORD2VEC,DecisionTree,nenhuma,False,0.6317669000486473,0.024777211751807113
314,3,WORD2VEC,DecisionTree,minmax,True,0.6221236451781779,0.012241531353702722
315,3,WORD2VEC,DecisionTree,minmax,False,0.6329422422451331,0.009417421928912987
316,3,WORD2VEC,DecisionTree,standard,True,0.6243537457612348,0.012473146357543716
317,3,WORD2VEC,DecisionTree,standard,False,0.6180455915739008,0.007935793797489737
318,3,WORD2VEC,RandomForest,nenhuma,True,0.7283677949266806,0.014602299528678867
319,3,WORD2VEC,RandomForest,nenhuma,False,0.7628805018550352,0.011966757512546894
320,3,WORD2VEC,RandomForest,minmax,True,0.7229507903485018,0.019213028976611594
321,3,WORD2VEC,RandomForest,minmax,False,0.7635684185877297,0.008476658214858589
322,3,WORD2VEC,RandomForest,standard,True,0.7297022707898165,0.014573479024042319
323,3,WORD2VEC,RandomForest,standard,False,0.7645497952786054,0.017494190108634976
